,per_res_bf,per_res_gfp,per_back_bf,per_back_gfp,im1_name,im2_name,per_sus_bf,per_sus_gfp,per_sus_combo,per_res_combo,per_back_combo
34,0.0,1.0,0.985382080078125,0.99200439453125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x000.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x000.y512.png,0.0,0.0,0.0,,1.0
35,0.0,1.0,0.9829254150390625,0.9920654296875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x000.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x000.y768.png,0.0,0.0,0.0,,1.0
36,0.0,1.0,0.96807861328125,0.99652099609375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x256.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x256.y000.png,0.0,0.0,0.0,1.0,0.9988555908203125
37,0.0,1.0,0.97076416015625,0.9932861328125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x256.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x256.y256.png,0.0,0.0,0.0,0.9714285714285714,0.9994659423828125
38,0.0,1.0,0.993377685546875,0.9982147216796875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x256.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x256.y512.png,0.0,0.0,0.0,1.0,0.999237060546875
39,0.0,1.0,0.9946441650390625,0.998138427734375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x256.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x256.y768.png,0.0,0.0,0.0,1.0,0.999237060546875
40,0.0,1.0,0.993133544921875,0.99627685546875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x512.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x512.y000.png,0.0,0.0,0.0,,1.0
41,0.0,1.0,0.98065185546875,0.9961700439453125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x512.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x512.y256.png,0.0,0.0,0.0,1.0,0.999786376953125
42,0.0,1.0,0.9848175048828125,0.9987030029296875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x512.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x512.y512.png,0.0,0.0,0.0,,1.0
43,0.0,1.0,0.9844512939453125,0.997955322265625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x512.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x512.y768.png,0.0,0.0,0.0,1.0,0.9999847412109375
44,0.0,1.0,0.9947357177734375,0.99359130859375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x768.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x768.y000.png,0.0,0.0,0.0,0.7777777777777778,0.9993133544921875
45,0.0,1.0,0.9763031005859375,0.989227294921875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x768.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x768.y256.png,0.0,0.0,0.0,0.8057553956834532,0.9978790283203125
46,0.0,1.0,0.972564697265625,0.9937744140625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x768.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x768.y512.png,0.0,0.0,0.0,0.9222797927461139,0.9970550537109375
47,0.0,1.0,0.9733734130859375,0.99737548828125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x768.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x768.y768.png,0.0,0.0,0.0,1.0,0.9998321533203125
48,0.0,0.9992492492492493,0.964508056640625,0.97967529296875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(11 - 12).png.x000.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(11 - 12).png.x000.y000.png,0.0,0.0,0.0,1.0,0.9969940185546875
49,0.0,1.0,0.974151611328125,0.9831695556640625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(11 - 12).png.x000.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(11 - 12).png.x000.y256.png,0.0,0.0,0.0,1.0,0.9993743896484375
50,0.0,1.0,0.9708404541015625,0.9840850830078125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(11 - 12).png.x000.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(11 - 12).png.x000.y512.png,0.0,0.0,0.0,0.7851239669421488,0.9981536865234375
51,0.0,1.0,0.9725494384765625,0.9827423095703125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(11 - 12).png.x000.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(11 - 12).png.x000.y768.png,0.0,0.0,0.0,0.7452830188679245,0.998382568359375
