,label,per_res_bf,per_res_gfp,per_back_bf,per_back_gfp,im1_name,im2_name,per_sus_bf,per_sus_gfp,per_sus_combo,per_res_combo,per_back_combo
27,Resistant,0.26716738197424894,1.0,0.98577880859375,0.9998321533203125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x512.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x512.y768.png,0.0,0.0,0.0,1.0,0.9996185302734375
28,Resistant,0.3681757656458056,1.0,0.977081298828125,0.982421875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x768.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x768.y000.png,0.0,0.0,0.0,1.0,0.99652099609375
29,Resistant,0.5162644281217209,1.0,0.9854583740234375,0.98480224609375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x768.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x768.y256.png,0.0,0.0,0.0,1.0,0.9922637939453125
30,Resistant,0.18986438258386867,1.0,0.9786224365234375,0.985076904296875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x768.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x768.y512.png,0.0,0.0,0.0,1.0,0.992950439453125
31,Resistant,0.2986666666666667,1.0,0.97711181640625,0.985931396484375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(1 - 2).png.x768.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(1 - 2).png.x768.y768.png,0.0,0.0,0.0,1.0,0.9946136474609375
32,Resistant,0.31780250347705147,0.9978540772532188,0.978057861328125,0.978668212890625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x000.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x000.y000.png,0.0,0.0,0.0,1.0,0.987274169921875
33,Resistant,0.21568627450980393,0.9955323901712584,0.987548828125,0.9795074462890625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x000.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x000.y256.png,0.0,0.0,0.0,1.0,0.987091064453125
34,Resistant,0.2630241423125794,1.0,0.9879913330078125,0.98089599609375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x000.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x000.y512.png,0.0,0.0,0.0,1.0,0.98681640625
35,Resistant,0.3581920903954802,1.0,0.9864959716796875,0.980865478515625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x000.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x000.y768.png,0.0,0.0,0.0,1.0,0.986572265625
36,Resistant,0.24856765094755398,1.0,0.9653778076171875,0.9929656982421875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x256.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x256.y000.png,0.0,0.0,0.0,1.0,0.9933319091796875
37,Resistant,0.35079365079365077,1.0,0.971160888671875,0.99078369140625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x256.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x256.y256.png,0.0,0.0,0.0,1.0,0.99224853515625
38,Resistant,0.10651828298887123,1.0,0.9904022216796875,0.9979400634765625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x256.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x256.y512.png,0.0,0.0,0.0,1.0,0.99969482421875
39,Resistant,0.121765601217656,1.0,0.9899749755859375,0.997314453125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x256.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x256.y768.png,0.0,0.0,0.0,1.0,0.998687744140625
40,Resistant,0.0740242261103634,1.0,0.9886627197265625,0.9927215576171875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x512.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x512.y000.png,0.0,0.0,0.0,1.0,0.9985198974609375
41,Resistant,0.4668820678513732,1.0,0.981109619140625,0.99609375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x512.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x512.y256.png,0.0,0.0,0.0,1.0,0.9973297119140625
42,Resistant,0.22334455667789002,1.0,0.9864044189453125,0.999114990234375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x512.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x512.y512.png,0.0,0.0,0.0,1.0,0.9999237060546875
43,Resistant,0.2668240850059032,1.0,0.9870758056640625,0.9990234375,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x512.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x512.y768.png,0.0,0.0,0.0,1.0,0.9998931884765625
44,Resistant,0.0,1.0,0.9911956787109375,0.983642578125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x768.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x768.y000.png,0.0,0.0,0.0,1.0,0.9945831298828125
45,Resistant,0.3373094764744864,1.0,0.9769744873046875,0.98492431640625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x768.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x768.y256.png,0.0,0.0,0.0,1.0,0.99261474609375
46,Resistant,0.2716678805535324,1.0,0.9790496826171875,0.9862060546875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x768.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x768.y512.png,0.0,0.0,0.0,1.0,0.9935302734375
47,Resistant,0.2569444444444444,1.0,0.980224609375,0.986358642578125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(10 - 11).png.x768.y768.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(10 - 11).png.x768.y768.png,0.0,0.0,0.0,1.0,0.994171142578125
48,Resistant,0.2975696502667457,0.9986702127659575,0.9742584228515625,0.97705078125,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(11 - 12).png.x000.y000.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(11 - 12).png.x000.y000.png,0.0,0.0,0.0,1.0,0.9900360107421875
49,Resistant,0.37265917602996257,0.9946488294314382,0.98370361328125,0.9771881103515625,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(11 - 12).png.x000.y256.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(11 - 12).png.x000.y256.png,0.0,0.0,0.0,1.0,0.9852447509765625
50,Resistant,0.2711081794195251,1.0,0.97686767578125,0.97918701171875,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/GFP/ready_data/B01_19_Kan(0)_mntH_movieGalone.avi - diff(11 - 12).png.x000.y512.png,/home/meyerct6/Data/ml_antibiotics/iphone_bacteria/05212020_kralj_videos/Kan titration/Resistant/BF/ready_data/B01_19_Kan(0)_mntH_movieBFalone.avi - diff(11 - 12).png.x000.y512.png,0.0,0.0,0.0,1.0,0.988311767578125
